id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q105319569,Abdulhamid Dbeibeh,male,1959-02-13,11,,,Abdul Hamid Dbeibeh (15-04-2021).jpg,Abdul Hamid Dbeibeh
Q105319610,Mohamed al-Menfi,male,1976-03-03,11,,,Мухаммад Аль-Манфи (51120607759).jpg,Mohamed al-Menfi
Q105977287,Najla Mangoush,female,,7,,,Libyan Foreign Minister Mangoush.jpg,Najla Mangoush
Q108443110,Mohamed al-Ghariani,male,,,,,,
Q108443111,Ali Abu Zakouk,male,,,,,,
Q15925685,Abdullah al-Thani,male,1954-01-07,11,,,Abdullah al-Thani.jpg,Abdullah al-Thani
Q16747415,Ahmed Miitig,male,1972,9,,,Ahmed Maiteeq.jpg,Ahmed Maiteeq
Q17613400,Omar al-Hasi,male,1949,9,,,,Omar al-Hassi
Q18201431,Mohammed al-Dairi,male,1952-03-07,11,,,70. UN Generalversammlung (21797538816) Mohammed al-Dairi.jpg,Mohammed al-Dairi
Q19745310,Khalifa al-Ghawi,male,1963,9,,,,Khalifa al-Ghawil
Q21089561,Fayez al-Sarraj,male,1960-02-20,11,,,Fayez al-Sarraj in Washington - 2017 (38751877521) (cropped).jpg,Fayez al-Sarraj
Q25999643,Al-Mahdi Al-Barghathi,male,,,,,,Al-Mahdi Al-Barghathi
Q25999645,Mohamed Taha Siala,male,1943,9,,,Mohamed Taha Siala May 2017 (34270298941).jpg,Mohamed Taha Siala
Q2929688,Béchir Salah Béchir,male,1946,9,,,,Bashir Saleh Bashir
Q296724,Mahmoud Jibril,male,1952-05-28,11,2020-04-05,11,Mahmoud Jibril - World Economic Forum Special Meeting on Economic Growth and Job Creation in the Arab World cropped GNC.png,Mahmoud Jibril
Q40579,Abdurrahim El-Keib,male,1950-03-02,11,2020-04-21,11,El keib.jpg,Abdurrahim El-Keib
Q471125,Shukri Ghanem,male,1942-10-09,11,2012-04-29,11,Shukri Ghanem 2010.jpg,Shukri Ghanem
Q57847,Ali Zeidan,male,1950-12-15,11,,,Ali Zeidan at US State Department 2013.png,Ali Zeidan
Q63285566,Fathi Bashagha,male,1962-08-20,11,,,Fathi Bashagha 2021.png,Fathi Bashagha
Q715354,Ali Tarhouni,male,1951,9,,,Ali Tarhouni cropped GNC.jpg,Ali Tarhouni
Q729476,Imbarek Shamekh,male,1952-05-15,11,,,,Imbarek Shamekh
Q82093,Baghdadi Mahmudi,male,1945-07-01,11,,,2008-07-31 Багдади Махмуди.jpg,Baghdadi Mahmudi
