ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q17001537,El-Keib Cabinet,2011-12-04,11,,,2012-01-01,9,,,Q25386153,Q25386153,Q18390904,Zeidan Cabinet,,,,
,Q18390904,Zeidan Cabinet,2012-11-14,11,,,2014-03-11,11,,,Q6046642,Interim Government of Libya,Q24911665,First Al-Thani Cabinet,,,,
,Q24911665,First Al-Thani Cabinet,2014-03-11,11,,,2014-08-29,11,,,Q17001545,Maiteeq Cabinet,Q17001545,Maiteeq Cabinet,,,,
,Q24911665,First Al-Thani Cabinet,2014-03-11,11,,,2014-08-29,11,,,Q18390904,Zeidan Cabinet,Q17001545,Maiteeq Cabinet,,,,
,Q24911665,First Al-Thani Cabinet,2014-03-11,11,,,2014-08-29,11,,,Q17001545,Maiteeq Cabinet,Q18209493,National Salvation Government,,,,
,Q24911665,First Al-Thani Cabinet,2014-03-11,11,,,2014-08-29,11,,,Q18390904,Zeidan Cabinet,Q18209493,National Salvation Government,,,,
,Q24911665,First Al-Thani Cabinet,2014-03-11,11,,,2014-08-29,11,,,Q17001545,Maiteeq Cabinet,Q23931903,Second Al-Thani Cabinet,,,,
,Q24911665,First Al-Thani Cabinet,2014-03-11,11,,,2014-08-29,11,,,Q18390904,Zeidan Cabinet,Q23931903,Second Al-Thani Cabinet,,,,
,Q17001545,Maiteeq Cabinet,2014-05-25,11,,,2014-06-09,11,,,Q24911665,First Al-Thani Cabinet,Q24911665,First Al-Thani Cabinet,,,,
,Q23931903,Second Al-Thani Cabinet,2014-09-29,11,,,2021-03-15,11,,,Q24911665,First Al-Thani Cabinet,Q105742549,Government of National Unity,,,,
,Q22120970,Government of National Accord,2016-03-12,11,,,2021-03-15,11,,,Q18209493,National Salvation Government,Q105742549,Government of National Unity,,,,
,Q113638573,Government of National Stability,2021-03-10,11,,,,,,,,,,,,,,
